,name,title,latitude,longtitude,address1,address2,address3,city,zip_code,country,state,display_address
151,62nd Kim's Market,['Sandwiches'],39.9627,-75.2448,6201 Market St,,,Philadelphia,19139,US,PA,"6201 Market St Philadelphia, PA 19139 "
152,Veganish,"['Seafood', 'Sandwiches', 'Burgers']",39.9718334575668,-75.2261989563704,1214 N 52nd St,,,Philadelphia,19131,US,PA,"1214 N 52nd St Philadelphia, PA 19131 "
153,Gyro Hut Halal Food,['Halal'],39.98088,-75.24658,63RD And Lebanon Ave,,,Philadelphia,19151,US,PA,"63RD And Lebanon Ave Philadelphia, PA 19151 "
154,Chick-A-Boom,['Chicken Shop'],39.971003,-75.215746,4626 Lancaster Ave,,,Philadelphia,19131,US,PA,"4626 Lancaster Ave Philadelphia, PA 19131 "
155,Jamrock Kitchen,"['Caribbean', 'Soup']",39.970522,-75.245419,502 N 63rd St,,,Philadelphia,19151,US,PA,"502 N 63rd St Philadelphia, PA 19151 "
156,Inka Wall,['Peruvian'],39.9606129,-75.2625825,55 Garrett Rd,,,Upper Darby,19082,US,PA,"55 Garrett Rd Upper Darby, PA 19082 "
157,Star Fusion,['Cafes'],39.98624,-75.24716,2013 N 63rd St,,,Philadelphia,19151,US,PA,"2013 N 63rd St Philadelphia, PA 19151 "
158,Tasties,['Soul Food'],39.97179,-75.2262,1212 N 52nd St,,,Philadelphia,19144,US,PA,"1212 N 52nd St Philadelphia, PA 19144 "
159,BBQ Chicken,"['Korean', 'Bubble Tea', 'Chicken Shop']",39.9615109199804,-75.2628385748757,7034 Terminal Square,,,Upper Darby,19082,US,PA,"7034 Terminal Square Upper Darby, PA 19082 "
160,Little Saigon,"['Vietnamese', 'Salad', 'American (Traditional)']",39.960923,-75.263175,113 Fairfield Ave,,,Upper Darby,19082,US,PA,"113 Fairfield Ave Upper Darby, PA 19082 "
161,La Guera Mexican Grill,['Mexican'],39.9598972499371,-75.2637907862663,132 Garrett Rd,,,Upper Darby,19082,US,PA,"132 Garrett Rd Upper Darby, PA 19082 "
162,Surah,"['Korean', 'Barbeque']",39.961451,-75.262588,7038 Terminal Square,,,Upper Darby,19082,US,PA,"7038 Terminal Square Upper Darby, PA 19082 "
163,Haverford Grill & Soul,"['Barbeque', 'Soul Food']",39.9719429016113,-75.2505722045898,6548 Haverford Ave,,,Philadelphia,19151,US,PA,"6548 Haverford Ave Philadelphia, PA 19151 "
164,Mama's Boy,"['American (Traditional)', 'Hot Dogs']",39.973183,-75.234985,1352 N 57th St,,,Philadelphia,19131,US,PA,"1352 N 57th St Philadelphia, PA 19131 "
165,Ol' Boy's Soul Food,['Soul Food'],39.957595,-75.241387,243 S 60th St,,,Philadelphia,19139,US,PA,"243 S 60th St Philadelphia, PA 19139 "
166,Fat tuna,"['Sushi Bars', 'Ramen', 'Juice Bars & Smoothies']",39.995602,-75.233841,2451 N 54th,,,Philadelphia,19131,US,PA,"2451 N 54th Philadelphia, PA 19131 "
167,Crafty Soul,['Soul Food'],39.97081,-75.21422,4617 Lancaster Ave,,,Philadelphia,19131,US,PA,"4617 Lancaster Ave Philadelphia, PA 19131 "
168,Gigi & Big R,"['Soul Food', 'Caribbean', 'American (Traditional)']",39.96984,-75.23878,5943 Haverford Ave,,,Philadelphia,19151,US,PA,"5943 Haverford Ave Philadelphia, PA 19151 "
169,The Crimson Cafe,"['Southern', 'Soul Food']",39.9619140625,-75.2384033203125,5847 Market St,,,Philadelphia,19139,US,PA,"5847 Market St Philadelphia, PA 19139 "
170,Moo Jin Jang,['Korean'],39.96304,-75.25197,6443 Market St,,,Upper Darby,19082,US,PA,"6443 Market St Upper Darby, PA 19082 "
171,Monica Restaurat,['Caribbean'],39.9655071514639,-75.2300325828836,5501 Vine St,,,Philadelphia,19139,US,PA,"5501 Vine St Philadelphia, PA 19139 "
172,52nd Station Diner,"['Breakfast & Brunch', 'Comfort Food', 'Diners']",39.9596810608936,-75.2248420938849,9 S 52nd St,,,Philadelphia,19139,US,PA,"9 S 52nd St Philadelphia, PA 19139 "
173,Crescendo,"['American (New)', 'Buffets', 'Mediterranean']",39.983324,-75.222945,5201 Parkside Ave,,,Philadelphia,19131,US,PA,"5201 Parkside Ave Philadelphia, PA 19131 "
174,Jaggie's Restaurant,['Caribbean'],39.9754309403464,-75.2443011809657,6220 Lansdowne Ave,,,Philadelphia,19151,US,PA,"6220 Lansdowne Ave Philadelphia, PA 19151 "
175,Ibis Lounge,"['Lounges', 'Caribbean']",39.9791171,-75.2311929,5420 Lancaster Ave,,,Philadelphia,19131,US,PA,"5420 Lancaster Ave Philadelphia, PA 19131 "
176,El Cuscatleco,"['Mexican', 'Salvadoran']",39.961177,-75.262153,29 Garrett Rd,,,Upper Darby,19082,US,PA,"29 Garrett Rd Upper Darby, PA 19082 "
177,Anh Hong Pho & Cafe,"['Cafes', 'Vietnamese']",39.9614395201206,-75.2629143744707,7036 Terminal Sq,,,Upper Darby,19082,US,PA,"7036 Terminal Sq Upper Darby, PA 19082 "
178,Debreaux's,"['Soul Food', 'Seafood']",39.98877,-75.24982,2135 N 63rd St,,,Philadelphia,19151,US,PA,"2135 N 63rd St Philadelphia, PA 19151 "
179,Top Taste,['Caribbean'],39.96122,-75.22489,40 N 52nd St,,,Philadelphia,19139,US,PA,"40 N 52nd St Philadelphia, PA 19139 "
180,Maroosh Halal,"['Halal', 'Indian']",39.9593109971648,-75.2584749832749,88 S 69th St,,,Upper Darby,19082,US,PA,"88 S 69th St Upper Darby, PA 19082 "
181,Just To Serve You,"['American (Traditional)', 'Caterers']",39.970401,-75.233463,5622 W Girard Ave,,,Philadelphia,19131,US,PA,"5622 W Girard Ave Philadelphia, PA 19131 "
182,Al Sham Restaurant 3 - Philadelphia,"['Middle Eastern', 'Halal', 'Kebab']",39.958343,-75.226156,5228 Chestnut St,,,Philadelphia,19139,US,PA,"5228 Chestnut St Philadelphia, PA 19139 "
183,Fill Your Soul,"['Soul Food', 'Sandwiches', 'Breakfast & Brunch']",39.985107,-75.231345,1833 N 54th St,,,Philadelphia,19131,US,PA,"1833 N 54th St Philadelphia, PA 19131 "
184,Sweet Treat Hut,"['Juice Bars & Smoothies', 'Coffee & Tea', 'Breakfast & Brunch']",39.9731919,-75.2230046,1240 N 50th St,,,Philadelphia,19131,US,PA,"1240 N 50th St Philadelphia, PA 19131 "
185,Waterford Inn,"['American (Traditional)', 'Bars', 'Venues & Event Spaces']",39.961362,-75.257844,6825 Ludlow St,,,Upper Darby,19082,US,PA,"6825 Ludlow St Upper Darby, PA 19082 "
186,Hunan Palace,['Restaurants'],39.9834015,-75.2437356,6118 Lancaster Ave,,,Philadelphia,19151,US,PA,"6118 Lancaster Ave Philadelphia, PA 19151 "
187,Chan's Halal Restaurant,"['Chinese', 'Halal']",39.9798406723869,-75.2326064114466,5500 Lancaster Ave,,,Philadelphia,19131,US,PA,"5500 Lancaster Ave Philadelphia, PA 19131 "
188,Kif's Sports Bar and Hookah Lounge,"['Sports Bars', 'Hookah Bars', 'American (New)']",39.9621734619141,-75.2444534301758,6142 Market St,,,Philadelphia,19139,US,PA,"6142 Market St Philadelphia, PA 19139 "
189,Jung Sung Korean Restaurant,['Korean'],39.963043,-75.251976,6443 Market St,,,Upper Darby,19082,US,PA,"6443 Market St Upper Darby, PA 19082 "
190,Tomo Sushi & Sashimi,"['Sushi Bars', 'Japanese']",39.9613068,-75.2630991,7050 Terminal Sq,Fl 2,,Upper Darby,19082,US,PA,"7050 Terminal Sq Fl 2 Upper Darby, PA 19082 "
191,Mandu Roo,"['Chinese', 'Korean']",39.961369965205,-75.2628010511398,7050 Terminal Square,,,Upper Darby,19082,US,PA,"7050 Terminal Square Upper Darby, PA 19082 "
192,Spring Garden Chinese Restaurant,['Chinese'],39.958580886393,-75.2356812357903,144 S 57th St,,,Philadelphia,19139,US,PA,"144 S 57th St Philadelphia, PA 19139 "
193,Kings and Queens Liberian Cuisine,['African'],39.9608282457259,-75.2629683539271,107 Fairfield Ave,,,Upper Darby,19082,US,PA,"107 Fairfield Ave Upper Darby, PA 19082 "
194,Overbrook Pizza Shop,['Pizza'],39.9883270263672,-75.24951171875,2099 N 63rd St,,,Philadelphia,19151,US,PA,"2099 N 63rd St Philadelphia, PA 19151 "
195,Landmark Americana Tap & Grill - City Line,"['Sports Bars', 'American (Traditional)']",39.9960138239378,-75.2342462539673,2481 N 54th St,,,Philadelphia,19131,US,PA,"2481 N 54th St Philadelphia, PA 19131 "
196,June's Restaurant,['Breakfast & Brunch'],39.9850578308105,-75.2467575073242,6227 Lancaster Ave,,,Philadelphia,19151,US,PA,"6227 Lancaster Ave Philadelphia, PA 19151 "
197,Leandro's Pizza House,['Pizza'],39.9598506,-75.2587472,62 S 69th St,,,Upper Darby,19082,US,PA,"62 S 69th St Upper Darby, PA 19082 "
198,Parkside Breakfast and Lunch,['Breakfast & Brunch'],39.9796664094354,-75.2254841476679,1602 N 52nd St,,,Philadelphia,19131,US,PA,"1602 N 52nd St Philadelphia, PA 19131 "
199,Tierra Colombiana Restaurant,"['Latin American', 'Caribbean']",40.0205159,-75.1338196,4535 N 5th St,,,Philadelphia,19140,US,PA,"4535 N 5th St Philadelphia, PA 19140 "
200,Suraya,"['Lebanese', 'Specialty Food', 'Coffee & Tea']",39.9736865005167,-75.1339557766914,1528 Frankford Ave,,,Philadelphia,19125,US,PA,"1528 Frankford Ave Philadelphia, PA 19125 "
201,Sutton's,['American (Traditional)'],39.9771594075637,-75.1436727494001,1706 N 5th St,,,Philadelphia,19122,US,PA,"1706 N 5th St Philadelphia, PA 19122 "
202,Talula's Garden,['American (New)'],39.9473272217862,-75.1535421779099,210 W Washington Sq,,,Philadelphia,19106,US,PA,"210 W Washington Sq Philadelphia, PA 19106 "
203,Front Street Cafe,"['Bars', 'American (New)', 'Breakfast & Brunch']",39.9696302826962,-75.1359319409314,1253 N Front St,,,Philadelphia,19122,US,PA,"1253 N Front St Philadelphia, PA 19122 "
204,Cook and Shaker,"['Comfort Food', 'American (New)', 'Cocktail Bars']",39.9826256,-75.1205402,2301 E Albert St,,,Philadelphia,19125,US,PA,"2301 E Albert St Philadelphia, PA 19125 "
205,Wm Mulherin's Sons,"['Bars', 'Italian', 'Tapas/Small Plates']",39.9717102050781,-75.1350631713867,1355 N Front St,,,Philadelphia,19122,US,PA,"1355 N Front St Philadelphia, PA 19122 "
206,Bobs Crab House,"['Cajun/Creole', 'Seafood']",39.99968880159544,-75.13581526261432,301 W Allegheny Ave,,,Philadelphia,19133,US,PA,"301 W Allegheny Ave Philadelphia, PA 19133 "
207,Pretty Girls Cook,"['American (Traditional)', 'Breakfast & Brunch']",39.9699452213117,-75.1475351472087,1016 N Marshall St,,,Philadelphia,19123,US,PA,"1016 N Marshall St Philadelphia, PA 19123 "
208,Juno,"['Mexican', 'American (New)', 'Cocktail Bars']",39.96196,-75.15564,1033 Spring Garden St,,,Philadelphia,19123,US,PA,"1033 Spring Garden St Philadelphia, PA 19123 "
209,Los Potrillos Mexican Restaurant,['Mexican'],40.02129,-75.12579,4653 Rising Sun Ave,,,Philadelphia,19140,US,PA,"4653 Rising Sun Ave Philadelphia, PA 19140 "
210,Sor Ynez,"['Mexican', 'New Mexican Cuisine']",39.978617492854006,-75.13961624454193,1800 N American St,,,Philadelphia,19122,US,PA,"1800 N American St Philadelphia, PA 19122 "
211,Barbuzzo,"['Mediterranean', 'Pizza', 'Italian']",39.94999,-75.16216,110 S 13th St,,,Philadelphia,19107,US,PA,"110 S 13th St Philadelphia, PA 19107 "
212,Sarvida,['Filipino'],39.9695651330578,-75.1315384358168,300 E Girard Ave,,,Philadelphia,19125,US,PA,"300 E Girard Ave Philadelphia, PA 19125 "
213,Soulfedphilly,"['Seafood', 'Bars']",40.04075,-75.07736,6424 Castor Ave,,,Philadelphia,19149,US,PA,"6424 Castor Ave Philadelphia, PA 19149 "
214,Cedar Point Bar and Kitchen,"['Barbeque', 'American (Traditional)', 'Sandwiches']",39.9768423,-75.1277643,2370 E Norris St,,,Philadelphia,19125,US,PA,"2370 E Norris St Philadelphia, PA 19125 "
215,Love & Honey Fried Chicken,"['Chicken Shop', 'Chicken Wings', 'Sandwiches']",39.967461,-75.136992,1100 N Front St,,,Philadelphia,19123,US,PA,"1100 N Front St Philadelphia, PA 19123 "
216,Captain Hooks,"['Seafood', 'Fish & Chips']",39.986978,-75.156424,2226 N Broad St,,,Philadelphia,19132,US,PA,"2226 N Broad St Philadelphia, PA 19132 "
217,Izlas Latin Cuisine,"['Latin American', 'Puerto Rican', 'Mexican']",39.992361,-75.13557,2725 N American St,,,Philadelphia,19133,US,PA,"2725 N American St Philadelphia, PA 19133 "
218,Sister Muhammad's Kitchen,"['Halal', 'Soul Food', 'American (Traditional)']",40.0228262080351,-75.1590914279222,4441 Germantown Ave,,,Philadelphia,19140,US,PA,"4441 Germantown Ave Philadelphia, PA 19140 "
219,Urban Farmer Philadelphia,"['American (Traditional)', 'Steakhouses']",39.957207,-75.1699827,1850 Benjamin Franklin Pkwy,,,Philadelphia,19103,US,PA,"1850 Benjamin Franklin Pkwy Philadelphia, PA 19103 "
220,Murph's Bar,"['Sports Bars', 'Italian', 'Irish Pub']",39.9689397,-75.13343330000522,202 E Girard Ave,,,Philadelphia,19125,US,PA,"202 E Girard Ave Philadelphia, PA 19125 "
221,Craytaste,"['Breakfast & Brunch', 'Seafood']",40.0108382428175,-75.1396588236094,3865 N 7th St,,,Philadelphia,19140,US,PA,"3865 N 7th St Philadelphia, PA 19140 "
222,Zahav,['Middle Eastern'],39.9462611465167,-75.1451350778608,237 St James Pl,,,Philadelphia,19106,US,PA,"237 St James Pl Philadelphia, PA 19106 "
223,Jansen,['American (New)'],40.06267,-75.19318,7402 Germantown Ave,,,Philadelphia,19119,US,PA,"7402 Germantown Ave Philadelphia, PA 19119 "
224,New Ridge Brewing,"['Breweries', 'Gastropubs']",40.0349,-75.21709,6168 Ridge Ave,,,Philadelphia,19128,US,PA,"6168 Ridge Ave Philadelphia, PA 19128 "
225,Heritage,"['American (New)', 'Jazz & Blues']",39.96467,-75.14086,914 N 2nd St,,,Philadelphia,19123,US,PA,"914 N 2nd St Philadelphia, PA 19123 "
226,Tasty Pot - Philadelphia,"['Taiwanese', 'Bubble Tea', 'Hot Pot']",40.039051,-75.107404,513 Adam Ave,,,Philadelphia,19120,US,PA,"513 Adam Ave Philadelphia, PA 19120 "
227,Drunk Crab,"['Seafood', 'Asian Fusion']",39.970338,-75.144204,425 W Girard Ave,,,Philadelphia,19123,US,PA,"425 W Girard Ave Philadelphia, PA 19123 "
228,DuBu,"['Korean', 'Vegetarian', 'Barbeque']",40.0631599,-75.1376266,1333 W Cheltenham Ave,Ste 102,,Elkins Park,19027,US,PA,"1333 W Cheltenham Ave Ste 102 Elkins Park, PA 19027 "
229,Cheu Fishtown,"['Noodles', 'Asian Fusion']",39.9722034535177,-75.1346028596163,1416 Frankford Ave,,,Philadelphia,19125,US,PA,"1416 Frankford Ave Philadelphia, PA 19125 "
230,Bourbon & Branch,"['American (Traditional)', 'Breakfast & Brunch']",39.96207,-75.14104,705 N 2nd St,,,Philadelphia,19123,US,PA,"705 N 2nd St Philadelphia, PA 19123 "
232,Max's Steaks,"['Sandwiches', 'Cheesesteaks', 'Bars']",40.009045,-75.150471,3653 Germantown Ave,,,Philadelphia,19140,US,PA,"3653 Germantown Ave Philadelphia, PA 19140 "
234,Martha,"['American (New)', 'Cocktail Bars']",39.98222,-75.12809,2113 E York St,,,Philadelphia,19125,US,PA,"2113 E York St Philadelphia, PA 19125 "
235,Chubby Cattle,"['Chinese', 'Hot Pot', 'Seafood']",39.95498,-75.15622,146 N 10th St,,,Philadelphia,19107,US,PA,"146 N 10th St Philadelphia, PA 19107 "
236,Añejo Philadelphia,['Mexican'],39.966564,-75.139991,1001 N 2nd St,,,Philadelphia,19123,US,PA,"1001 N 2nd St Philadelphia, PA 19123 "
237,Ken Love's BYOB,"['American (New)', 'Steakhouses']",39.9624176025391,-75.1429290771484,701 N 3rd St,,,Philadelphia,19123,US,PA,"701 N 3rd St Philadelphia, PA 19123 "
241,Tap & Terrier,"['Gastropubs', 'Bars', 'American (Traditional)']",40.059536,-75.190838,7152 Germantown Ave,,,Philadelphia,19119,US,PA,"7152 Germantown Ave Philadelphia, PA 19119 "
242,The Lunar Inn,"['Bars', 'American (Traditional)']",39.98233,-75.10317,3124 Richmond St,,,Philadelphia,19134,US,PA,"3124 Richmond St Philadelphia, PA 19134 "
243,White Yak,['Himalayan/Nepalese'],40.03368,-75.21594,6118 Ridge Ave,,,Philadelphia,19128,US,PA,"6118 Ridge Ave Philadelphia, PA 19128 "
244,Ron's Caribbean Cuisine,"['Cafes', 'Caribbean']",40.0406837,-75.1445389,5726 N Broad St,,,Philadelphia,19141,US,PA,"5726 N Broad St Philadelphia, PA 19141 "
245,Aunties Biscuits,"['Breakfast & Brunch', 'American (Traditional)']",40.05168,-75.15651,2126 E Chelten Ave,,,Philadelphia,19138,US,PA,"2126 E Chelten Ave Philadelphia, PA 19138 "
246,Burrata,['Italian'],39.9339252433408,-75.1652430742979,1247 S 13th St,,,Philadelphia,19147,US,PA,"1247 S 13th St Philadelphia, PA 19147 "
247,Vientiane Bistro,"['Laotian', 'Thai']",39.9881000818511,-75.1282148435712,2537 Kensington Ave,,,Philadelphia,19125,US,PA,"2537 Kensington Ave Philadelphia, PA 19125 "
248,Freddy & Tony's Restaurant,"['Spanish', 'Puerto Rican']",39.9993209838867,-75.1333389282227,201 W Allegheny Ave,,,Philadelphia,19133,US,PA,"201 W Allegheny Ave Philadelphia, PA 19133 "
249,So Korean Grill,"['Korean', 'Barbeque']",40.04513,-75.11804,6201 N Front St,Ste 120,,Philadelphia,19120,US,PA,"6201 N Front St Ste 120 Philadelphia, PA 19120 "
250,DA PAN,"['Asian Fusion', 'Korean', 'Pan Asian']",40.04529,-75.117641,6201 N Front St,Ste 124-G,,Philadelphia,19120,US,PA,"6201 N Front St Ste 124-G Philadelphia, PA 19120 "
251,Mama’s Diner,"['Coffee & Tea', 'Breakfast & Brunch']",40.0513950179555,-75.11734418571,57 W Cheltenham Ave,,,Cheltenham Township,19012,US,PA,"57 W Cheltenham Ave Cheltenham Township, PA 19012 "
252,Mari Mari,"['Noodles', 'Korean']",40.04529,-75.117641,6201 N Front St,Ste 124,,Philadelphia,19120,US,PA,"6201 N Front St Ste 124 Philadelphia, PA 19120 "
253,Pelicana Chicken,"['Chicken Shop', 'Korean', 'Chicken Wings']",40.045076,-75.117593,6201 N Front St,,Hmart Food Court,Philadelphia,19120,US,PA,"6201 N Front St Hmart Food Court Philadelphia, PA 19120 "
254,Kyodong Noodles,"['Chinese', 'Korean', 'Noodles']",40.045019,-75.1175037,6201 N Front St,124-B,,Philadelphia,19120,US,PA,"6201 N Front St 124-B Philadelphia, PA 19120 "
255,Katsu Guys,['Japanese'],40.0546791,-75.126027,6775 N 5th St,,,Philadelphia,19126,US,PA,"6775 N 5th St Philadelphia, PA 19126 "
256,H Mart - Philadelphia,"['Korean', 'Grocery', 'Food Court']",40.045022,-75.1175037,6201 North Front St,Ste 124,,Philadelphia,19120,US,PA,"6201 North Front St Ste 124 Philadelphia, PA 19120 "
258,Mirim,['Korean'],40.045076,-75.117593,6201 N Front St,Ste 124,,Philadelphia,19120,US,PA,"6201 N Front St Ste 124 Philadelphia, PA 19120 "
259,Café Soho,"['Korean', 'Asian Fusion', 'Chicken Wings']",40.05515,-75.12605,468 W Cheltenham Ave,,,Philadelphia,19126,US,PA,"468 W Cheltenham Ave Philadelphia, PA 19126 "
260,Seorabol Korean Restaurant,['Korean'],40.0385555068458,-75.1242795983472,5734 Old 2nd St,,,Philadelphia,19120,US,PA,"5734 Old 2nd St Philadelphia, PA 19120 "
261,Jong Ka Jib,['Korean'],40.0520799,-75.1275,6600 N 5th St,,,Philadelphia,19126,US,PA,"6600 N 5th St Philadelphia, PA 19126 "
262,Gogi BBQ,"['Korean', 'Barbeque', 'Hot Pot']",40.0552429,-75.1262049,6783 N 5th St,,,Philadelphia,19126,US,PA,"6783 N 5th St Philadelphia, PA 19126 "
263,Jason's Cozyday,['Korean'],40.03773,-75.129786,430 W Chew Ave,,,Philadelphia,19120,US,PA,"430 W Chew Ave Philadelphia, PA 19120 "
264,OSO Restaurant,['Korean'],40.0512769620759,-75.1185350865126,7410 Front St,,,Cheltenham,19012,US,PA,"7410 Front St Cheltenham, PA 19012 "
265,Khan's Halal Food Gyro& Chicken,['Halal'],40.038650988836,-75.1105501502752,5675 Rising Sun Ave,,,Philadelphia,19120,US,PA,"5675 Rising Sun Ave Philadelphia, PA 19120 "
266,China King,"['Cantonese', 'Szechuan']",40.0513136654745,-75.1172653143191,53 E Cheltenham Ave,,,Cheltenham,19012,US,PA,"53 E Cheltenham Ave Cheltenham, PA 19012 "
267,Mike's Breakfast,['Breakfast & Brunch'],40.045729,-75.11891,6201 N Front St,Ste 16,,Philadelphia,19120,US,PA,"6201 N Front St Ste 16 Philadelphia, PA 19120 "
268,Yong Hwa Roo,['Korean'],40.0550067,-75.1262851,6779 N 5th St,,,Philadelphia,19126,US,PA,"6779 N 5th St Philadelphia, PA 19126 "
269,Kim's Restaurant,['Korean'],40.0423367,-75.1290356,5955 N 5th St,,,Philadelphia,19120,US,PA,"5955 N 5th St Philadelphia, PA 19120 "
270,Mr Hook Fish & Chicken,"['Seafood', 'Chicken Shop']",40.040367,-75.109168,5694 Rising Sun Ave,,,Philadelphia,19120,US,PA,"5694 Rising Sun Ave Philadelphia, PA 19120 "
271,The Shake Seafood,"['Seafood', 'Cajun/Creole']",40.041664,-75.105858,5717 Rising Sun Ave,,,Philadelphia,19120,US,PA,"5717 Rising Sun Ave Philadelphia, PA 19120 "
272,Chat On Chew,['Soul Food'],40.03816,-75.12962,435 W Chew Ave,,,Philadelphia,19120,US,PA,"435 W Chew Ave Philadelphia, PA 19120 "
273,MrBeast Burger,"['Food Delivery Services', 'Burgers']",40.0423135,-75.1097125,300 East Godfrey Ave,,,Philadelphia,19120,US,PA,"300 East Godfrey Ave Philadelphia, PA 19120 "
274,Danny's Wok,['Chinese'],40.038394,-75.119522,5675 N Front St,,,Philadelphia,19120,US,PA,"5675 N Front St Philadelphia, PA 19120 "
275,Papa Nick's Pizza,['Pizza'],40.0451965332031,-75.1233520507812,199 W Godfrey Ave,,,Philadelphia,19120,US,PA,"199 W Godfrey Ave Philadelphia, PA 19120 "
276,Fast Burger,"['Food Delivery Services', 'Burgers', 'American (Traditional)']",40.04258284313416,-75.11030186167538,300 E Godfrey Ave,,,Philadelphia,19120,US,PA,"300 E Godfrey Ave Philadelphia, PA 19120 "
277,BaBK,['Korean'],40.055032,-75.1264188,6783 N 5th St,,,Philadelphia,19126,US,PA,"6783 N 5th St Philadelphia, PA 19126 "
278,Shana's Caribbean Cafe,['Caribbean'],40.03828,-75.130459,5706 N 5th St,,,Philadelphia,19120,US,PA,"5706 N 5th St Philadelphia, PA 19120 "
279,China House at Melrose Pa,['Chinese'],40.0550312955367,-75.1251121982932,415 W Cheltenham Ave,,,Melrose Park,19027,US,PA,"415 W Cheltenham Ave Melrose Park, PA 19027 "
280,Ganaan Restaurant,['Korean'],40.04129,-75.12917,5909 N 5th St,,,Philadelphia,19120,US,PA,"5909 N 5th St Philadelphia, PA 19120 "
281,Old English Style Pizza,['Pizza'],40.04294,-75.12879,6015 N 5th St,,,Philadelphia,19120,US,PA,"6015 N 5th St Philadelphia, PA 19120 "
282,MT Breakfast Lunch Restaurant,"['American (New)', 'Spanish', 'Juice Bars & Smoothies']",40.041103883667,-75.1242331042886,201 Widener St,,,Philadelphia,19120,US,PA,"201 Widener St Philadelphia, PA 19120 "
283,America's Best Wings,"['Chicken Wings', 'Salad', 'Seafood']",40.0402242,-75.1097388,5694 Rising Sun Ave,,,Philadelphia,19120,US,PA,"5694 Rising Sun Ave Philadelphia, PA 19120 "
284,Tasty Pot,"['Taiwanese', 'Hot Pot']",40.0387738,-75.1095926,513 Adams Ave,,,Philadelphia,19120,US,PA,"513 Adams Ave Philadelphia, PA 19120 "
285,Wing Heaven,['American (Traditional)'],40.0389836595272,-75.1183533668518,101 E Olney Ave,,,Philadelphia,19120,US,PA,"101 E Olney Ave Philadelphia, PA 19120 "
286,Hot Wok,['Chinese'],40.04273,-75.12883,6005 N 5th St,,,Philadelphia,19120,US,PA,"6005 N 5th St Philadelphia, PA 19120 "
